Subtema	Surah	Ayat	Terjemahan
Sifat Ahli Neraka dan Kejahatan Mereka	23	104	Muka mereka dibakar api neraka, dan mereka di dalam neraka itu dalam keadaan cacat.
Sifat Ahli Neraka dan Kejahatan Mereka	25	11	Bahkan mereka mendustakan hari kiamat. Dan kami menyediakan neraka yang menyala-nyala bagi siapa yang mendustakan hari kiamat.
Sifat Ahli Neraka dan Kejahatan Mereka	25	13	Dan apabila mereka dilemparkan ke tempat yang sempit di neraka itu dengan dibelenggu, mereka di sana mengharapkan kebinasaan.
Sifat Ahli Neraka dan Kejahatan Mereka	25	34	Orang-orang yang dihimpunkan ke neraka Jahannam dengan diseret atas muka-muka mereka, mereka itulah orang yang paling buruk tempatnya dan paling sesat jalannya.
Sifat Ahli Neraka dan Kejahatan Mereka	25	69	(yakni) akan dilipat gandakan azab untuknya pada hari kiamat dan dia akan kekal dalam azab itu, dalam keadaan terhina,
Sifat Ahli Neraka dan Kejahatan Mereka	25	77	"Katakanlah (kepada orang-orang musyrik) ""Tuhanku tidak mengindahkan kamu, melainkan kalau ada ibadatmu. (Tetapi bagaimana kamu beribadat kepada-Nya), padahal kamu sungguh telah mendustakan-Nya? karena itu kelak (azab) pasti (menimpamu)""."
Sifat Ahli Neraka dan Kejahatan Mereka	26	91	"dan diperlihatkan dengan jelas neraka jahiim kepada orang-orang yang sesat"","
Sifat Ahli Neraka dan Kejahatan Mereka	26	94	Maka mereka (sembahan-sembahan itu) dijungkirkan ke dalam neraka bersama-sama orang-orang yang sesat,
Sifat Ahli Neraka dan Kejahatan Mereka	26	95	dan bala tentara iblis semuanya.
Sifat Ahli Neraka dan Kejahatan Mereka	26	96	Mereka berkata sedang mereka bertengkar di dalam neraka
Sifat Ahli Neraka dan Kejahatan Mereka	26	97	"""demi Allah sungguh kita dahulu (di dunia) dalam kesesatan yang nyata,"
Sifat Ahli Neraka dan Kejahatan Mereka	26	98	"karena kita mempersamakan kamu dengan Tuhan semesta alam""."
Sifat Ahli Neraka dan Kejahatan Mereka	26	100	Maka kami tidak mempunyai pemberi syafaÇat seorangpun,
Sifat Ahli Neraka dan Kejahatan Mereka	26	101	dan tidak pula mempunyai teman yang akrab,
Sifat Ahli Neraka dan Kejahatan Mereka	27	5	Mereka itulah orang-orang yang mendapat (di dunia) azab yang buruk dan mereka di akhirat adalah orang-orang yang paling merugi.
Sifat Ahli Neraka dan Kejahatan Mereka	29	25	"Dan berkata Ibrahim ""Sesungguhnya berhala-berhala yang kamu sembah selain Allah adalah untuk menciptakan perasaan kasih sayang di antara kamu dalam kehidupan dunia ini kemudian di hari kiamat sebahagian kamu mengingkari sebahagian (yang lain) dan sebahagian kamu melaknati sebahagian (yang lain) dan tempat kembalimu ialah neraka, dan sekali-kali tak ada bagimu para penolongpun."
Sifat Ahli Neraka dan Kejahatan Mereka	29	54	Mereka meminta kepadamu supaya segera diturunkan azab. Dan sesungguhnya Jahannam benar-benar meliputi orang-orang yang kafir,
Sifat Ahli Neraka dan Kejahatan Mereka	29	68	Dan siapakah yang lebih zalim daripada orang-orang yang mengada-adakan kedustaan terhadap Allah atau mendustakan yang hak tatkala yang hak itu datang kepadanya? Bukankah dalam neraka Jahannam itu ada tempat bagi orang-orang yang kafir?
Sifat Ahli Neraka dan Kejahatan Mereka	30	16	Adapun orang-orang yang kafir dan mendustakan ayat-ayat Kami (Al Quran) serta (mendustakan) menemui hari akhirat, maka mereka tetap berada di dalam siksaan (neraka).
Sifat Ahli Neraka dan Kejahatan Mereka	31	6	Dan di antara manusia (ada) orang yang mempergunakan perkataan yang tidak berguna untuk menyesatkan (manusia) dari jalan Allah tanpa pengetahuan dan menjadikan jalan Allah itu olok-olokan. Mereka itu akan memperoleh azab yang menghinakan.
Sifat Ahli Neraka dan Kejahatan Mereka	31	7	Dan apabila dibacakan kepadanya ayat-ayat Kami dia berpaling dengan menyombongkan diri seolah-olah dia belum mendengarnya, seakan-akan ada sumbat di kedua telinganya maka beri kabar gembiralah dia dengan azab yang pedih.
Sifat Ahli Neraka dan Kejahatan Mereka	32	14	Maka rasailah olehmu (siksa ini) disebabkan kamu melupakan akan pertemuan dengan harimu ini. Sesungguhnya Kami telah melupakan kamu (pula) dan rasakanlah siksa yang kekal, disebabkan apa yang selalu kamu kerjakan.
Sifat Ahli Neraka dan Kejahatan Mereka	32	20	"Dan adapun orang-orang yang fasik (kafir) maka tempat mereka adalah jahannam. Setiap kali mereka hendak keluar daripadanya, mereka dikembalikan ke dalamnya dan dikatakan kepada mereka ""Rasakanlah siksa neraka yang dahulu kamu mendustakannya""."
Sifat Ahli Neraka dan Kejahatan Mereka	33	64	Sesungguhnya Allah melaknati orang-orang kafir dan menyediakan bagi mereka api yang menyala-nyala (neraka),
Sifat Ahli Neraka dan Kejahatan Mereka	33	66	"Pada hari ketika muka mereka dibolak-balikan dalam neraka, mereka berkata ""Alangkah baiknya, andaikata kami taat kepada Allah dan taat (pula) kepada Rasul""."
Sifat Ahli Neraka dan Kejahatan Mereka	34	5	Dan orang-orang yang berusaha untuk (menentang) ayat-ayat Kami dengan anggapan mereka dapat melemahkan (menggagalkan azab Kami), mereka itu memperoleh azab, yaitu (jenis) azab yang pedih.
Sifat Ahli Neraka dan Kejahatan Mereka	34	8	"Apakah dia mengada-adakan kebohongan terhadap Allah ataukah ada padanya penyakit gila?"" (Tidak), tetapi orang-orang yang tidak beriman kepada negeri akhirat berada dalam siksaan dan kesesatan yang jauh."
Sifat Ahli Neraka dan Kejahatan Mereka	34	42	"Maka pada hari ini sebahagian kamu tidak berkuasa (untuk memberikan) kemanfaatan dan tidak pula kemudharatan kepada sebahagian yang lain. Dan Kami katakan kepada orang-orang yang zalim ""Rasakanlah olehmu azab neraka yang dahulunya kamu dustakan itu""."
Sifat Ahli Neraka dan Kejahatan Mereka	35	36	Dan orang-orang kafir bagi mereka neraka Jahannam. Mereka tidak dibinasakan sehingga mereka mati dan tidak (pula) diringankan dari mereka azabnya. Demikianlah Kami membalas setiap orang yang sangat kafir.
Sifat Ahli Neraka dan Kejahatan Mereka	35	37	"Dan mereka berteriak di dalam neraka itu ""Ya Tuhan kami, keluarkanlah kami niscaya kami akan mengerjakan amal yang saleh berlainan dengan yang telah kami kerjakan"". Dan apakah Kami tidak memanjangkan umurmu dalam masa yang cukup untuk berfikir bagi orang yang mau berfikir, dan (apakah tidak) datang kepada kamu pemberi peringatan? maka rasakanlah (azab Kami) dan tidak ada bagi orang-orang yang zalim seorang penolongpun."
Sifat Ahli Neraka dan Kejahatan Mereka	37	161	Maka sesungguhnya kamu dan apa-apa yang kamu sembah itu,
Sifat Ahli Neraka dan Kejahatan Mereka	38	27	Dan Kami tidak menciptakan langit dan bumi dan apa yang ada antara keduanya tanpa hikmah. Yang demikian itu adalah anggapan orang-orang kafir, maka celakalah orang-orang kafir itu karena mereka akan masuk neraka.
Sifat Ahli Neraka dan Kejahatan Mereka	38	55	Beginilah (keadaan mereka). Dan sesungguhnya bagi orang-orang yang durhaka benar-benar (disediakan) tempat kembali yang buruk,
Sifat Ahli Neraka dan Kejahatan Mereka	38	56	(yaitu) neraka Jahannam, yang mereka masuk ke dalamnya maka amat buruklah Jahannam itu sebagai tempat tinggal.
Sifat Ahli Neraka dan Kejahatan Mereka	39	8	"Dan apabila manusia itu ditimpa kemudharatan, dia memohon (pertolongan) kepada Tuhannya dengan kembali kepada-Nya kemudian apabila Tuhan memberikan nikmat-Nya kepadanya lupalah dia akan kemudharatan yang pernah dia berdoa (kepada Allah) untuk (menghilangkannya) sebelum itu, dan dia mengada-adakan sekutu-sekutu bagi Allah untuk menyesatkan (manusia) dari jalan-Nya. Katakanlah ""Bersenang-senanglah dengan kekafiranmu itu sementara waktu sesungguhnya kamu termasuk penghuni neraka""."
Sifat Ahli Neraka dan Kejahatan Mereka	39	16	Bagi mereka lapisan-lapisan dari api di atas mereka dan di bawah merekapun lapisan-lapisan (dari api). Demikianlah Allah mempertakuti hamba-hamba-Nya dengan azab itu. Maka bertakwalah kepada-Ku hai hamba-hamba-Ku.
Sifat Ahli Neraka dan Kejahatan Mereka	39	32	Maka siapakah yang lebih zalim daripada orang yang membuat-buat dusta terhadap Allah dan mendustakan kebenaran ketika datang kepadanya? Bukankah di neraka Jahannam tersedia tempat tinggal bagi orang-orang yang kafir?
Sifat Ahli Neraka dan Kejahatan Mereka	39	60	Dan pada hari kiamat kamu akan melihat orang-orang yang berbuat dusta terhadap Allah, mukanya menjadi hitam. Bukankah dalam neraka Jahannam itu ada tempat bagi orang-orang yang menyombongkan diri?
Sifat Ahli Neraka dan Kejahatan Mereka	39	72	"Dikatakan (kepada mereka) ""Masukilah pintu-pintu neraka Jahannam itu, sedang kamu kekal di dalamnya"" Maka neraka Jahannam itulah seburuk-buruk tempat bagi orang-orang yang menyombongkan diri."
Sifat Ahli Neraka dan Kejahatan Mereka	40	6	Dan demikianlah telah pasti berlaku ketetapan azab Tuhanmu terhadap orang-orang kafir, karena sesungguhnya mereka adalah penghuni neraka.
Sifat Ahli Neraka dan Kejahatan Mereka	40	10	"Sesungguhnya orang-orang yang kafir diserukan kepada mereka (pada hari kiamat) ""Sesungguhnya kebencian Allah (kepadamu) lebih besar daripada kebencianmu kepada dirimu sendiri karena kamu diseru untuk beriman lalu kamu kafir""."
Sifat Ahli Neraka dan Kejahatan Mereka	40	43	Sudah pasti bahwa apa yang kamu seru supaya aku (beriman) kepadanya tidak dapat memperkenankan seruan apapun baik di dunia maupun di akhirat. Dan sesungguhnya kita kembali kepada Allah dan sesungguhnya orang-orang yang melampaui batas, mereka itulah penghuni neraka.
Sifat Ahli Neraka dan Kejahatan Mereka	40	46	"Kepada mereka dinampakkan neraka pada pagi dan petang, dan pada hari terjadinya Kiamat. (Dikatakan kepada malaikat) ""Masukkanlah FirÇaun dan kaumnya ke dalam azab yang sangat keras""."
Sifat Ahli Neraka dan Kejahatan Mereka	40	52	(yaitu) hari yang tidak berguna bagi orang-orang zalim permintaan maafnya dan bagi merekalah laknat dan bagi merekalah tempat tinggal yang buruk.
Sifat Ahli Neraka dan Kejahatan Mereka	40	60	"Dan Tuhanmu berfirman ""Berdoalah kepada-Ku, niscaya akan Kuperkenankan bagimu. Sesungguhnya orang-orang yang menyombongkan diri dari menyembah-Ku akan masuk neraka Jahannam dalam keadaan hina dina""."
Sifat Ahli Neraka dan Kejahatan Mereka	40	71	ketika belenggu dan rantai dipasang di leher mereka, seraya mereka diseret,
Sifat Ahli Neraka dan Kejahatan Mereka	40	72	ke dalam air yang sangat panas, kemudian mereka dibakar dalam api,
Sifat Ahli Neraka dan Kejahatan Mereka	40	76	"(Dikatakan kepada mereka) ""Masuklah kamu ke pintu-pintu neraka Jahannam, sedang kamu kekal di dalamnya. Maka itulah seburuk-buruk tempat bagi orang-orang yang sombong""."
Sifat Ahli Neraka dan Kejahatan Mereka	41	19	Dan (ingatlah) hari (ketika) musuh-musuh Allah di giring ke dalam neraka, lalu mereka dikumpulkan semuanya.
Sifat Ahli Neraka dan Kejahatan Mereka	41	24	Jika mereka bersabar (menderita azab) maka nerakalah tempat diam mereka dan jika mereka mengemukakan alasan-alasan, maka tidaklah mereka termasuk orang-orang yang diterima alasannya.
Sifat Ahli Neraka dan Kejahatan Mereka	41	28	Demikianlah balasan terhadap musuh-musuh Allah, (yaitu) neraka mereka mendapat tempat tinggal yang kekal di dalamnya sebagai balasan atas keingkaran mereka terhadap ayat-ayat Kami.
Sifat Ahli Neraka dan Kejahatan Mereka	41	40	Sesungguhnya orang-orang yang mengingkari ayat-ayat Kami, mereka tidak tersembunyi dari Kami. Maka apakah orang-orang yang dilemparkan ke dalam neraka lebih baik, ataukah orang-orang yang datang dengan aman sentosa pada hari Kiamat? Perbuatlah apa yang kamu kehendaki Sesungguhnya Dia Maha Melihat apa yang kamu kerjakan.
Sifat Ahli Neraka dan Kejahatan Mereka	43	74	Sesungguhnya orang-orang yang berdosa kekal di dalam azab neraka Jahannam.
Sifat Ahli Neraka dan Kejahatan Mereka	43	75	Tidak diringankan azab itu dari mereka dan mereka di dalamnya berputus asa.
Sifat Ahli Neraka dan Kejahatan Mereka	45	10	Di hadapan mereka neraka Jahannam dan tidak akan berguna bagi mereka sedikitpun apa yang telah mereka kerjakan, dan tidak pula berguna apa yang mereka jadikan sebagai sembahan-sembahan (mereka) dari selain Allah. Dan bagi mereka azab yang besar.
Sifat Ahli Neraka dan Kejahatan Mereka	45	33	Dan nyatalah bagi mereka keburukan-keburukan dari apa yang mereka kerjakan dan mereka diliputi oleh (azab) yang mereka selalu memperolok-olokkannya.
Sifat Ahli Neraka dan Kejahatan Mereka	45	34	"Dan dikatakan (kepada mereka) ""Pada hari ini Kami melupakan kamu sebagaimana kamu telah melupakan pertemuan (dengan) harimu ini dan tempat kembalimu ialah neraka dan kamu sekali-kali tidak memperoleh penolong""."
Sifat Ahli Neraka dan Kejahatan Mereka	45	35	Yang demikian itu, karena sesungguhnya kamu menjadikan ayat-ayat Allah sebagai olok-olokan dan kamu telah ditipu oleh kehidupan dunia, maka pada hari ini mereka tidak dikeluarkan dari neraka dan tidak pula mereka diberi kesempatan untuk bertaubat.
Sifat Ahli Neraka dan Kejahatan Mereka	46	20	"Dan (ingatlah) hari (ketika) orang-orang kafir dihadapkan ke neraka (kepada mereka dikatakan) ""Kamu telah menghabiskan rezekimu yang baik dalam kehidupan duniawimu (saja) dan kamu telah bersenang-senang dengannya maka pada hari ini kamu dibalasi dengan azab yang menghinakan karena kamu telah menyombongkan diri di muka bumi tanpa hak dan karena kamu telah fasik""."
Sifat Ahli Neraka dan Kejahatan Mereka	46	34	"Dan (ingatlah) hari (ketika) orang-orang kafir dihadapkan kepada neraka, (dikatakan kepada mereka) ""Bukankah (azab) ini benar?"" Mereka menjawab ""Ya benar, demi Tuhan kami"". Allah berfirman ""Maka rasakanlah azab ini disebabkan kamu selalu ingkar""."
Sifat Ahli Neraka dan Kejahatan Mereka	47	12	Sesungguhnya Allah memasukkan orang-orang mukmin dan beramal saleh ke dalam jannah yang mengalir di bawahnya sungai-sungai. Dan orang-orang kafir bersenang-senang (di dunia) dan mereka makan seperti makannya binatang. Dan jahannam adalah tempat tinggal mereka.
Sifat Ahli Neraka dan Kejahatan Mereka	48	6	dan supaya Dia mengazab orang-orang munafik laki-laki dan perempuan dan orang-orang musyrik laki-laki dan perempuan yang mereka itu berprasangka buruk terhadap Allah. Mereka akan mendapat giliran (kebinasaan) yang amat buruk dan Allah memurkai dan mengutuk mereka serta menyediakan bagi mereka neraka Jahannam. Dan (neraka Jahannam) itulah sejahat-jahat tempat kembali.
Sifat Ahli Neraka dan Kejahatan Mereka	48	13	Dan barangsiapa yang tidak beriman kepada Allah dan Rasul-Nya maka sesungguhnya Kami menyediakan untuk orang-orang yang kafir neraka yang bernyala-nyala.
Sifat Ahli Neraka dan Kejahatan Mereka	48	17	Tiada dosa atas orang-orang yang buta dan atas orang yang pincang dan atas orang yang sakit (apabila tidak ikut berperang). Dan barangsiapa yang taat kepada Allah dan Rasul-Nya niscaya Allah akan memasukkannya ke dalam surga yang mengalir di bawahnya sungai-sungai dan barang siapa yang berpaling niscaya akan diazab-Nya dengan azab yang pedih.
Sifat Ahli Neraka dan Kejahatan Mereka	50	24	"Allah berfirman ""Lemparkanlah olehmu berdua ke dalam neraka semua orang yang sangat ingkar dan keras kepala,"
Sifat Ahli Neraka dan Kejahatan Mereka	50	25	yang sangat menghalangi kebajikan, melanggar batas lagi ragu-ragu,
Sifat Ahli Neraka dan Kejahatan Mereka	50	26	"yang menyembah sembahan yang lain beserta Allah maka lemparkanlah dia ke dalam siksaan yang sangat""."
Sifat Ahli Neraka dan Kejahatan Mereka	51	13	(Hari pembalasan itu) ialah pada hari ketika mereka diazab di atas api neraka.
Sifat Ahli Neraka dan Kejahatan Mereka	51	14	"(Dikatakan kepada mereka) ""Rasakanlah azabmu itu. Inilah azab yang dulu kamu minta untuk disegerakan""."
Sifat Ahli Neraka dan Kejahatan Mereka	52	13	pada hari mereka didorong ke neraka Jahannam dengan sekuat-kuatnya.
Sifat Ahli Neraka dan Kejahatan Mereka	55	41	Orang-orang yang berdosa dikenal dengan tanda-tandannya, lalu dipegang ubun-ubun dan kaki mereka.
Sifat Ahli Neraka dan Kejahatan Mereka	55	43	Inilah neraka Jahannam yang didustakan oleh orang-orang berdosa.
Sifat Ahli Neraka dan Kejahatan Mereka	55	44	Mereka berkeliling di antaranya dan di antara air mendidih yang memuncak panasnya.
Sifat Ahli Neraka dan Kejahatan Mereka	56	9	Dan golongan kiri. Alangkah sengsaranya golongan kiri itu.
Sifat Ahli Neraka dan Kejahatan Mereka	56	41	Dan golongan kiri, siapakah golongan kiri itu?
Sifat Ahli Neraka dan Kejahatan Mereka	56	45	Sesungguhnya mereka sebelum itu hidup bermewahan.
Sifat Ahli Neraka dan Kejahatan Mereka	56	46	Dan mereka terus-menerus mengerjakan dosa besar.
Sifat Ahli Neraka dan Kejahatan Mereka	56	51	Kemudian sesungguhnya kamu hai orang-orang yang sesat lagi mendustakan,
Sifat Ahli Neraka dan Kejahatan Mereka	56	92	Dan adapun jika dia termasuk golongan yang mendustakan lagi sesat,
Sifat Ahli Neraka dan Kejahatan Mereka	57	13	"Pada hari ketika orang-orang munafik laki-laki dan perempuan berkata kepada orang-orang yang beriman ""Tunggulah kami supaya kami dapat mengambil sebahagian dari cahayamu"". Dikatakan (kepada mereka) ""Kembalilah kamu ke belakang dan carilah sendiri cahaya (untukmu)"". Lalu diadakan di antara mereka dinding yang mempunyai pintu. Di sebelah dalamnya ada rahmat dan di sebelah luarnya dari situ ada siksa."
Sifat Ahli Neraka dan Kejahatan Mereka	57	15	"Maka pada hari ini tidak diterima tebusan dari kamu dan tidak pula dari orang-orang kafir. Tempat kamu ialah neraka. Dialah tempat berlindungmu. Dan dia adalah sejahat-jahat tempat kembali""."
Sifat Ahli Neraka dan Kejahatan Mereka	57	19	Dan orang-orang yang beriman kepada Allah dan Rasul-Nya, mereka itu orang-orang Shiddiqien dan orang-orang yang menjadi saksi di sisi Tuhan mereka. Bagi mereka pahala dan cahaya mereka. Dan orang-orang yang kafir dan mendustakan ayat-ayat Kami, mereka itulah penghuni-penghuni neraka.
Sifat Ahli Neraka dan Kejahatan Mereka	58	8	"Apakah tidak kamu perhatikan orang-orang yang telah dilarang mengadakan pembicaraan rahasia, kemudian mereka kembali (mengerjakan) larangan itu dan mereka mengadakan pembicaraan rahasia untuk berbuat dosa, permusuhan dan durhaka kepada Rasul. Dan apabila mereka datang kepadamu, mereka mengucapkan salam kepadamu dengan memberi salam yang bukan sebagai yang ditentukan Allah untukmu. Dan mereka mengatakan kepada diri mereka sendiri ""Mengapa Allah tidak menyiksa kita disebabkan apa yang kita katakan itu?"" Cukuplah bagi mereka Jahannam yang akan mereka masuki. Dan neraka itu adalah seburuk-buruk tempat kembali."
Sifat Ahli Neraka dan Kejahatan Mereka	58	17	Harta benda dan anak-anak mereka tiada berguna sedikitpun (untuk menolong) mereka dari azab Allah. Mereka itulah penghuni neraka, dan mereka kekal di dalamnya.
Sifat Ahli Neraka dan Kejahatan Mereka	59	3	Dan jika tidaklah karena Allah telah menetapkan pengusiran terhadap mereka, benar-benar Allah mengazab mereka di dunia. Dan bagi mereka di akhirat azab neraka.
Sifat Ahli Neraka dan Kejahatan Mereka	59	17	Maka adalah kesudahan keduanya, bahwa sesungguhnya keduanya (masuk) ke dalam neraka, mereka kekal di dalamnya. Demikianlah balasan orang-orang yang zalim.
Sifat Ahli Neraka dan Kejahatan Mereka	64	10	Dan orang-orang yang kafir dan mendustakan ayat-ayat Kami, mereka itulah penghuni-penghuni neraka, mereka kekal di dalamnya. Dan itulah seburuk-buruk tempat kembali.
Sifat Ahli Neraka dan Kejahatan Mereka	66	9	Hai Nabi, perangilah orang-orang kafir dan orang-orang munafik dan bersikap keraslah terhadap mereka. Tempat mereka adalah jahannam dan itu adalah seburuk-buruknya tempat kembali.
Sifat Ahli Neraka dan Kejahatan Mereka	66	10	"Allah membuat isteri Nuh dan isteri Luth sebagai perumpamaan bagi orang-orang kafir. Keduanya berada di bawah pengawasan dua orang hamba yang saleh di antara hamba-hamba Kami lalu kedua isteri itu berkhianat kepada suaminya (masing-masing), maka suaminya itu tiada dapat membantu mereka sedikitpun dari (siksa) Allah dan dikatakan (kepada keduanya) ""Masuklah ke dalam jahannam bersama orang-orang yang masuk (jahannam)""."
Sifat Ahli Neraka dan Kejahatan Mereka	67	6	Dan orang-orang yang kafir kepada Tuhannya, memperoleh azab Jahannam. Dan itulah seburuk-buruk tempat kembali.
Sifat Ahli Neraka dan Kejahatan Mereka	67	10	"Dan mereka berkata ""Sekiranya kami mendengarkan atau memikirkan (peringatan itu) niscaya tidaklah kami termasuk penghuni-penghuni neraka yang menyala-nyala""."
Sifat Ahli Neraka dan Kejahatan Mereka	67	11	Mereka mengakui dosa mereka. Maka kebinasaanlah bagi penghuni-penghuni neraka yang menyala-nyala.
Sifat Ahli Neraka dan Kejahatan Mereka	70	17	yang memanggil orang yang membelakang dan yang berpaling (dari agama),
Sifat Ahli Neraka dan Kejahatan Mereka	70	18	serta mengumpulkan (harta benda) lalu menyimpannya.
Sifat Ahli Neraka dan Kejahatan Mereka	71	25	Disebabkan kesalahan-kesalahan mereka, mereka ditenggelamkan lalu dimasukkan ke neraka, maka mereka tidak mendapat penolong-penolong bagi mereka selain dari Allah.
Sifat Ahli Neraka dan Kejahatan Mereka	72	15	Adapun orang-orang yang menyimpang dari kebenaran, maka mereka menjadi kayu api bagi neraka Jahannam.
Sifat Ahli Neraka dan Kejahatan Mereka	72	23	Akan tetapi (aku hanya) menyampaikan (peringatan) dari Allah dan risalah-Nya. Dan barangsiapa yang mendurhakai Allah dan Rasul-Nya maka sesungguhnya baginyalah neraka Jahannam, mereka kekal di dalamnya selama-lamanya.
Sifat Ahli Neraka dan Kejahatan Mereka	74	43	"Mereka menjawab ""Kami dahulu tidak termasuk orang-orang yang mengerjakan shalat,"
Sifat Ahli Neraka dan Kejahatan Mereka	74	44	dan kami tidak (pula) memberi makan orang miskin,
Sifat Ahli Neraka dan Kejahatan Mereka	74	45	dan adalah kami membicarakan yang bathil, bersama dengan orang-orang yang membicarakannya,
Sifat Ahli Neraka dan Kejahatan Mereka	74	46	dan adalah kami mendustakan hari pembalasan,
Sifat Ahli Neraka dan Kejahatan Mereka	75	24	Dan wajah-wajah (orang kafir) pada hari itu muram,
Sifat Ahli Neraka dan Kejahatan Mereka	76	31	Dan memasukkan siapa yang dikehendaki-Nya ke dalam rahmat-Nya (surga). Dan bagi orang-orang zalim disediakan-Nya azab yang pedih.
Sifat Ahli Neraka dan Kejahatan Mereka	78	22	lagi menjadi tempat kembali bagi orang-orang yang melampaui batas,
Sifat Ahli Neraka dan Kejahatan Mereka	78	23	mereka tinggal di dalamnya berabad-abad lamanya,
Sifat Ahli Neraka dan Kejahatan Mereka	78	24	mereka tidak merasakan kesejukan di dalamnya dan tidak (pula mendapat) minuman,
Sifat Ahli Neraka dan Kejahatan Mereka	82	14	dan sesungguhnya orang-orang yang durhaka benar-benar berada dalam neraka.
Sifat Ahli Neraka dan Kejahatan Mereka	83	11	(yaitu) orang-orang yang mendustakan hari pembalasan.
Sifat Ahli Neraka dan Kejahatan Mereka	83	12	Dan tidak ada yang mendustakan hari pembalasan itu melainkan setiap orang yang melampaui batas lagi berdosa,
Sifat Ahli Neraka dan Kejahatan Mereka	84	10	Adapun orang-orang yang diberikan kitabnya dari belakang,
Sifat Ahli Neraka dan Kejahatan Mereka	84	11	"maka dia akan berteriak ""Celakalah aku""."
Sifat Ahli Neraka dan Kejahatan Mereka	84	12	Dan dia akan masuk ke dalam api yang menyala-nyala (neraka).
Sifat Ahli Neraka dan Kejahatan Mereka	84	13	Sesungguhnya dia dahulu (di dunia) bergembira di kalangan kaumnya (yang sama-sama kafir).
Sifat Ahli Neraka dan Kejahatan Mereka	85	10	Sesungguhnya orang-orang yang mendatangkan cobaan kepada orang-orang yang mukmin laki-laki dan perempuan kemudian mereka tidak bertaubat, maka bagi mereka azab Jahannam dan bagi mereka azab (neraka) yang membakar.
Sifat Ahli Neraka dan Kejahatan Mereka	88	2	Banyak muka pada hari itu tunduk terhina,
Sifat Ahli Neraka dan Kejahatan Mereka	88	3	bekerja keras lagi kepayahan,
Sifat Ahli Neraka dan Kejahatan Mereka	88	4	memasuki api yang sangat panas (neraka),
Sifat Ahli Neraka dan Kejahatan Mereka	89	24	"Dia mengatakan ""Alangkah baiknya kiranya aku dahulu mengerjakan (amal saleh) untuk hidupku ini""."
Sifat Ahli Neraka dan Kejahatan Mereka	89	25	Maka pada hari itu tiada seorangpun yang menyiksa seperti siksa-Nya.
Sifat Ahli Neraka dan Kejahatan Mereka	89	26	dan tiada seorangpun yang mengikat seperti ikatan-Nya.
Sifat Ahli Neraka dan Kejahatan Mereka	90	19	Dan orang-orang yang kafir kepada ayat-ayat Kami, mereka itu adalah golongan kiri.
Sifat Ahli Neraka dan Kejahatan Mereka	92	15	Tidak ada yang masuk ke dalamnya kecuali orang yang paling celaka,
Sifat Ahli Neraka dan Kejahatan Mereka	92	16	yang mendustakan (kebenaran) dan berpaling (dari iman).
Sifat Ahli Neraka dan Kejahatan Mereka	98	6	Sesungguhnya orang-orang yang kafir yakni ahli Kitab dan orang-orang yang musyrik (akan masuk) ke neraka Jahannam mereka kekal di dalamnya. Mereka itu adalah seburuk-buruk makhluk.
Sifat Ahli Neraka dan Kejahatan Mereka	101	9	maka tempat kembalinya adalah neraka Hawiyah.
Sifat Ahli Neraka dan Kejahatan Mereka	104	4	sekali-kali tidak! Sesungguhnya dia benar-benar akan dilemparkan ke dalam Huthamah.
Sifat Ahli Neraka dan Kejahatan Mereka	104	5	Dan tahukah kamu apa Huthamah itu?
Sifat Ahli Neraka dan Kejahatan Mereka	111	3	Kelak dia akan masuk ke dalam api yang bergejolak.
Sifat Ahli Neraka dan Kejahatan Mereka	79	39	maka sesungguhnya nerakalah tempat tinggal(nya).
Sifat Ahli Neraka dan Kejahatan Mereka	90	20	Mereka berada dalam neraka yang ditutup rapat.
Sifat Ahli Neraka dan Kejahatan Mereka	92	14	Maka, kami memperingatkan kamu dengan neraka yang menyala-nyala.
Sifat Ahli Neraka dan Kejahatan Mereka	44	47	Peganglah dia kemudian seretlah dia ke tengah-tengah neraka.
Sifat Ahli Neraka dan Kejahatan Mereka	27	90	Dan barang siapa yang membawa kejahatan, maka disungkurkanlah muka mereka ke dalam neraka. Tiadalah kamu dibalasi, melainkan (setimpal) dengan apa yang dahulu kamu kerjakan.
Sifat Ahli Neraka dan Kejahatan Mereka	67	7	Apabila mereka dilemparkan ke dalamnya mereka mendengar suara neraka yang mengerikan, sedang neraka itu menggelegak,
Sifat Ahli Neraka dan Kejahatan Mereka	25	12	Apabila neraka itu melihat mereka dari tempat yang jauh, mereka mendengar kegeramannya dan suara nyalanya.
Sifat Ahli Neraka dan Kejahatan Mereka	79	36	dan diperlihatkan neraka dengan jelas kepada setiap orang yang melihat.
Sifat Ahli Neraka dan Kejahatan Mereka	83	16	Kemudian, sesungguhnya mereka benar-benar masuk neraka.
Sifat Ahli Neraka dan Kejahatan Mereka	37	163	kecuali orang-orang yang akan masuk neraka yang menyala.
